
page=0

w:abandon, q:69
page=1916


page=1917


page=1918


page=1919


page=1920


page=1921


page=1922


page=1923


page=1924


page=1925


page=1926


page=1927


page=1928


page=1929


page=1930


page=1931


page=1932


page=1933


page=1934


page=1935


page=1936


page=1937


page=1938


page=1939


page=1940


page=1941


page=1942


page=1943


page=1944


page=1945


page=1946


page=1947


page=1948


page=1949


page=1950


page=1951


page=1952


page=1953


page=1954


page=1955


page=1956


page=1957


page=1958


page=1959


page=1960


page=1961


page=1962


page=1963


page=1964


page=1965


page=1966


page=1967


page=1968


page=1969


page=1970


page=1971


page=1972


page=1973


page=1974


page=1975


page=1976


page=1977


page=1978


page=1979


page=1980


page=1981


page=1982


page=1983


page=1984


page=1985


page=1986


page=1987


page=1988


page=1989


page=1990


page=1991


page=1992


page=1993


page=1994


page=1995


page=1996


page=1997


page=1998


page=1999


page=2000


page=2001


page=2002


page=2003


page=2004


page=2005


page=2006


page=2007


page=2008


page=2009


page=2010


page=2011


page=2012


page=2013


page=2014


page=2015


page=2016


page=2017


page=2018


page=2019


page=2020


page=2021


page=2022


page=2023


page=2024


page=2025


page=2026


page=2027


page=2028


page=2029


page=2030


page=2031


page=2032


page=2033


page=2034


page=2035


page=2036


page=2037


page=2038


page=2039


page=2040


page=2041


page=2042


page=2043


page=2044


page=2045


page=2046


page=2047


page=2048


page=2049


page=2050


page=2051


page=2052


page=2053


page=2054


page=2055


page=2056


page=2057


page=2058


page=2059


page=0


page=0

w:according to, q:185
w:all right, q:40
w:apart from, q:39
w:article of association, q:13
w:break down, q:15
w:by the way, q:1000
w:chest of drawers, q:4
w:come across, q:12
w:fed up, q:3
w:full stop, q:1
w:hand grenade, q:1
w:hang on, q:26
w:hold on, q:18
w:instead of, q:250
w:power of attorney, q:226
w:pull up, q:4
w:set on, q:9
w:shoot down, q:1
w:short cut, q:5
w:so far, q:159
w:up to you, q:245
w:vacuum cleaner, q:1
w:what if, q:36
w:what\'s more, q:1
w:en route, q:2
w:in transit, q:1
w:on board, q:10
w:not on, q:44
w:on high, q:10
w:on top of, q:19
w:greater than, q:49
w:larger than, q:15
w:prior to, q:9
w:superior to, q:29
w:in foreign lands, q:12
w:in foreign parts, q:12
w:out of the country, q:1000
w:at home, q:129
w:no show, q:1
w:flat out, q:1
w:swallow up, q:2
w:drink in, q:9
w:soak up, q:1
w:suck up, q:1
w:take in, q:27
w:take up, q:41
w:use up, q:2
w:not get, q:30
w:care for, q:43
w:go for, q:16
w:open arms, q:2
w:open door, q:4
w:put up, q:30
w:turn away, q:20
w:turn out, q:82
w:associate with, q:15
w:come along, q:11
w:go along, q:14
w:hang around with, q:2
w:hang out, q:6
w:keep company, q:2
w:to the degree that, q:1000
w:conforming to, q:4
w:just as, q:366
w:in keeping with, q:14
w:in line with, q:5
w:in agreement with, q:2
w:pursuant to, q:1
w:balancing the books, q:1
w:pile up, q:5
w:add to, q:33
w:bring together, q:2
w:clean up, q:3
w:charged with, q:12
w:under suspicion, q:1
w:held for questioning, q:3
w:subject to accusation, q:62
w:used to, q:205
w:given to, q:85
w:in the habit, q:1000
w:settled in, q:9
w:bring about, q:14
w:bring to pass, q:27
w:carry out, q:18
w:carry through, q:1
w:defer to, q:1
w:bring out, q:20
w:come out with, q:82
w:fill in, q:9
w:fix up, q:1
w:get together, q:2
w:knock down, q:7
w:hold back, q:8
w:bring in, q:9
w:give up, q:75
w:in action, q:11
w:in force, q:1
w:at work, q:27
w:count up, q:1
w:delight in, q:42
w:give access, q:2
w:give the nod, q:97
w:let in, q:4
w:grown up, q:14
w:of age, q:32
w:in front, q:66
w:in the forefront, q:1000
w:in the lead, q:1000
w:back down, q:4
w:down on, q:46
w:have no use for, q:401
w:beat the drum for, q:18
w:build up, q:30
w:give a pointer, q:96
w:give a tip, q:96
w:level with, q:12
w:keep quiet, q:1
w:up above, q:2
w:act on, q:11
w:have enough for, q:19
w:have the means for, q:319
w:take away, q:37
w:back of, q:40
w:in the rear, q:1000
w:come again, q:7
w:once more, q:36
w:one more time, q:32
w:over and over, q:68
w:contrary to, q:30
w:counter to, q:4
w:in contrast to, q:19
w:in opposition to, q:11
w:opposed to, q:37
w:old age, q:55
w:middle age, q:13
w:wear and tear, q:3
w:been around, q:1
w:getting on, q:9
w:over the hill, q:376
w:back when, q:4
w:from year one, q:7
w:since god knows when, q:2
w:time was, q:19
w:at an advantage, q:42
w:at the head, q:1000
w:in the foreground, q:1000
w:be quiet, q:3
w:home plate, q:2
w:each and every, q:12
w:every bit of, q:10
w:every single, q:10
w:set aside, q:5
w:keep together, q:1
w:about to, q:60
w:all but, q:34
w:as good as, q:78
w:bordering on, q:1
w:close to, q:59
w:close upon, q:2
w:for all practical purposes, q:278
w:for the greatest part, q:1000
w:in effect, q:10
w:in the neighborhood of, q:1000
w:in the vicinity of, q:1000
w:just about, q:10
w:in solitary, q:1
w:out loud, q:3
w:as of now, q:59
w:at present, q:30
w:before now, q:1
w:but now, q:52
w:by now, q:4
w:by that time, q:49
w:by then, q:3
w:by the time mentioned, q:1000
w:by this time, q:63
w:even now, q:14
w:in the past, q:1000
w:just now, q:6
w:as well, q:433
w:along with, q:55
w:as well as, q:433
w:in conjunction with, q:2
w:in like manner, q:7
w:more than that, q:701
w:make different, q:2
w:other side, q:34
w:other fish in sea, q:1
w:other fish to fry, q:1
w:even if, q:146
w:despite the fact, q:21
w:in spite of, q:69
w:much as, q:205
w:all in all, q:86
w:all things considered, q:181
w:by and large, q:49
w:en masse, q:1
w:for the most part, q:1000
w:in all, q:341
w:in sum, q:1
w:on the whole, q:1000
w:for keeps, q:1
w:without exception, q:1
w:at no time, q:8
w:blow away, q:4
w:put one away, q:5
w:fire in belly, q:18
w:get up and go, q:38
w:make up for, q:62
w:encompassed by, q:1
w:in the midst of, q:1000
w:in the thick of, q:1000
w:surrounded by, q:36
w:by all of, q:48
w:by the whole of, q:1000
w:in connection with, q:6
w:in the class of, q:1000
w:in the company of, q:1000
w:out of, q:1000
w:away from, q:142
w:not enough, q:66
w:crack up, q:4
w:let go, q:19
w:together with, q:27
w:in addition to, q:11
w:as a consequence, q:1000
w:blow up, q:12
w:good nature, q:11
w:point of view, q:196
w:give out, q:2
w:bottle up, q:2
w:ask for it, q:39
w:be at, q:47
w:each year, q:9
w:every year, q:17
w:once a year, q:59
w:a different person, q:81
w:one more, q:32
w:someone else, q:42
w:something else, q:31
w:a distinct, q:13
w:a further, q:6
w:a separate, q:12
w:some other, q:58
w:cold sweat, q:1
w:a bit, q:57
w:a little, q:611
w:in general, q:56
w:part of, q:647
w:any of, q:84
w:anyone at all, q:1
w:any person, q:11
w:a person, q:200
w:each and every one, q:12
w:whole world, q:59
w:anybody at all, q:1
w:any one thing, q:79
w:anything at all, q:11
w:at all, q:351
w:at any rate, q:137
w:in any case, q:241
w:in any event, q:241
w:in any manner, q:241
w:all over, q:98
w:in any place, q:241
w:in whatever place, q:15
w:by itself, q:16
w:cut off, q:25
w:do like, q:6
w:go like, q:2
w:take off, q:21
w:admit guilt, q:2
w:ask pardon, q:2
w:beg pardon, q:1
w:bow to, q:3
w:get down on knees, q:6
w:give satisfaction, q:1
w:make amends, q:1
w:make up with, q:62
w:as if, q:483
w:as though, q:96
w:at a glance, q:329
w:at first sight, q:88
w:in all likelihood, q:341
w:it appears that, q:32
w:it seems that, q:200
w:most likely, q:12
w:on the face of it, q:1000
w:turn off, q:8
w:be present, q:10
w:blow in, q:8
w:break through, q:20
w:check in, q:3
w:clock in, q:4
w:come forth, q:5
w:come into view, q:69
w:come out, q:82
w:come to light, q:492
w:crop up, q:1
w:be real, q:10
w:bring into play, q:3
w:bring to bear, q:27
w:bear upon, q:1
w:not give, q:26
w:blind date, q:1
w:be obliged, q:8
w:give thanks, q:3
w:be critical, q:3
w:drawing near, q:2
w:go away, q:11
w:face it, q:7
w:go along with, q:14
w:grin and bear it, q:3
w:live with, q:53
w:put up with, q:30
w:break with, q:7
w:face down, q:2
w:get in one’s face, q:20
w:go one on one, q:2
w:keep silent, q:3
w:bone of contention, q:22
w:bone to pick, q:4
w:difference of opinion, q:24
w:set in, q:29
w:any which way, q:2
w:in the vicinity, q:1000
w:in this area, q:696
w:close at hand, q:5
w:clear the decks, q:9
w:line up, q:1
w:put in good shape, q:42
w:put in order, q:42
w:put to rights, q:43
w:mix up, q:11
w:not plan, q:3
w:letting go, q:10
w:drop in, q:11
w:fall by, q:5
w:fall in, q:44
w:at the time that, q:1000
w:during the time that, q:89
w:in the act of, q:1000
w:in the process of, q:1000
w:on the point of, q:1000
w:acting as, q:5
w:by its nature, q:115
w:for instance, q:7
w:in the manner that, q:1000
w:in the same manner with, q:1000
w:just for, q:15
w:serving as, q:3
w:not sorry, q:1
w:in isolation, q:4
w:in reserve, q:2
w:neck and neck, q:6
w:out of the way, q:1000
w:give the third degree, q:97
w:go over, q:14
w:hunt for, q:4
w:in repose, q:1
w:on the kip, q:1000
w:out like a light, q:23
w:helping hand, q:1
w:be afraid, q:26
w:fall for, q:3
w:get the idea, q:104
w:not believe, q:61
w:not do, q:52
w:let alone, q:12
w:not take, q:22
w:lock on, q:1
w:rain or shine, q:5
w:sure thing, q:1
w:bet on, q:1
w:beyond doubt, q:1
w:in the bag, q:1000
w:nailed down, q:1
w:on ice, q:1
w:knock over, q:3
w:spring on, q:3
w:appearing in, q:2
w:found in, q:76
w:near to, q:23
w:placed at, q:2
w:hitch up, q:1
w:be lazy, q:2
w:be a guest, q:2
w:be there, q:29
w:go to, q:257
w:make an appearance, q:57
w:make it, q:211
w:make the scene, q:307
w:pop up, q:1
w:punch in, q:2
w:be absent, q:2
w:baby sitter, q:1
w:frame of mind, q:19
w:like it is, q:62
w:mental state, q:1
w:at hand, q:16
w:fend off, q:4
w:give the slip, q:97
w:wide awake, q:3
w:wake up, q:26
w:on guard, q:1
w:fall asleep, q:11
w:go to sleep, q:257
w:feather in cap, q:4
w:gold star, q:1
w:at bay, q:5
w:far away, q:29
w:far off, q:13
w:far remote, q:1
w:from here, q:10
w:not present, q:7
w:lay off, q:3
w:single person, q:2
w:in the wake of, q:1000
w:go forward, q:9
w:intestinal fortitude, q:1
w:moral fiber, q:1
w:third world, q:7
w:to the front, q:1000
w:out of bounds, q:1000
w:dull as dishwater, q:5
w:cast out, q:9
w:drive away, q:4
w:out of business, q:1000
w:tapped out, q:1
w:public house, q:2
w:lay bare, q:1
w:cover up, q:8
w:powder room, q:2
w:make peace, q:6
w:shed tears, q:2
w:throw away, q:14
w:santa claus, q:6
w:stand up to, q:25
w:worn out, q:17
w:for that, q:140
w:inasmuch as, q:13
w:as a result of, q:1000
w:as long as, q:159
w:as things go, q:5
w:by cause of, q:1
w:by reason of, q:13
w:by virtue of, q:20
w:due to, q:56
w:for the reason that, q:1000
w:be reformed, q:1
w:change into, q:5
w:come to be, q:492
w:develop into, q:2
w:eventually be, q:3
w:grow into, q:10
w:cold one, q:2
w:in front of, q:66
w:gone by, q:4
w:in advance, q:27
w:ahead of time, q:33
w:in anticipation, q:2
w:apply to, q:16
w:call to, q:22
w:break the ice, q:40
w:embark on, q:5
w:enter on, q:1
w:enter upon, q:8
w:act with decorum, q:18
w:be civil, q:1
w:be good, q:42
w:be nice, q:12
w:in back of, q:3
w:to the rear of, q:1000
w:at the heels of, q:1000
w:at the rear of, q:1000
w:bringing up the rear, q:7
w:eating the dust, q:7
w:in the background, q:1000
w:in the wake, q:1000
w:later than, q:2
w:off the pace, q:129
w:count on, q:18
w:attach to, q:6
w:be a component, q:2
w:be a constituent, q:2
w:be a part, q:2
w:be related, q:2
w:down from, q:34
w:seat belt, q:1
w:less than, q:111
w:lower than, q:9
w:unworthy of, q:5
w:egg in one’s beer, q:6
w:abreast of, q:1
w:a step from, q:23
w:at the edge of, q:1000
w:at the side of, q:1000
w:cheek by jowl, q:2
w:connected with, q:25
w:contiguous to, q:1
w:added to, q:20
w:and all, q:397
w:aside from, q:12
w:in distinction to, q:1
w:in excess of, q:1
w:not right, q:5
w:long shot, q:2
w:higher quality, q:1
w:more appropriate, q:2
w:more desirable, q:1
w:more fitting, q:1
w:more suitable, q:4
w:more useful, q:4
w:more valuable, q:11
w:at intervals, q:7
w:bounded by, q:2
w:centrally located, q:1
w:in the middle, q:1000
w:in the seam, q:1000
w:at a distance, q:329
w:beyond the bounds, q:130
w:clear of, q:4
w:free of, q:29
w:good way off, q:2
w:be fair, q:7
w:be just, q:29
w:a whale of a, q:2
w:throw out, q:4
w:between a rock and a hard place, q:70
w:hot water, q:5
w:no-win situation, q:1
w:set free, q:5
w:act of god, q:151
w:be careful, q:16
w:african american, q:2
w:person of color, q:42
w:person of colour, q:42
w:give thanks to, q:3
w:blind as a bat, q:5
w:destitute of vision, q:9
w:in darkness, q:17
w:let up, q:3
w:bear fruit, q:3
w:good fortune, q:24
w:come in, q:64
w:do well, q:13
w:tell truth, q:1
w:daily bread, q:5
w:get off, q:15
w:pride and joy, q:25
w:be modest, q:4
w:bag of bones, q:13
w:mortal part, q:1
w:be happy, q:30
w:atom bomb, q:3
w:hydrogen bomb, q:1
w:molotov cocktail, q:1
w:bury the bone, q:1
w:write down, q:6
w:pain in the neck, q:13
w:sick and tired, q:18
w:turned off, q:1
w:give a note for, q:96
w:raise money, q:2
w:give back, q:3
w:one and the other, q:60
w:the couple, q:2
w:the pair, q:2
w:the two, q:186
w:put out, q:27
w:bounce back, q:3
w:having no alternative, q:24
w:little guy, q:1
w:brand name, q:1
w:bed and board, q:22
w:go against, q:6
w:go down, q:34
w:put together, q:17
w:bad luck, q:10
w:morning meal, q:1
w:essential nature, q:2
w:seat of affections, q:19
w:draw in, q:5
w:open the floodgates, q:29
w:old woman, q:11
w:boiled down, q:3
w:short and sweet, q:15
w:back out, q:3
w:in pieces, q:4
w:chuck it down, q:1
w:rain cats and dogs, q:1
w:take down, q:3
w:love letter, q:2
w:city hall, q:2
w:civil service, q:4
w:powers that be, q:6
w:red tape, q:1
w:the establishment, q:23
w:the system, q:40
w:consign to grave, q:2
w:lay out, q:7
w:put away, q:7
w:the wild, q:70
w:already taken, q:2
w:at it, q:46
w:having a full plate, q:63
w:in a meeting, q:1000
w:in someone else’s possession, q:5
w:in the field, q:1000
w:with the exception of, q:1000
w:on the other hand, q:1000
w:passing over, q:1
w:cut down, q:14
w:take on, q:35
w:good deal, q:50
w:barter for, q:1
w:contract for, q:1
w:get in exchange, q:20
w:in reach, q:1
w:to one side, q:129
w:by way of, q:14
w:as to, q:342
w:by the bye, q:1000
w:in as much as, q:11
w:in passing, q:5
w:on the part of, q:1000
w:relating to, q:7
w:speaking of, q:13
w:while on the subject, q:4
w:with reference to, q:2
w:log house, q:1
w:close in, q:6
w:coop up, q:1
w:let out, q:17
w:piece of cake, q:138
w:work out, q:18
w:calm down, q:1
w:at a standstill, q:329
w:at peace, q:12
w:in order, q:308
w:false appearance, q:2
w:plain brown wrapper, q:1
w:far out, q:6
w:contend for, q:4
w:go to grass roots, q:257
w:hit the trail, q:17
w:blot out, q:5
w:break off, q:8
w:do away with, q:5
w:do in, q:35
w:heavy artillery, q:1
w:chuck wagon, q:3
w:has what it takes, q:1
w:number one, q:3
w:wagon train, q:1
w:not care, q:34
w:at ease, q:13
w:going to great lengths, q:352
w:take over, q:9
w:by chance, q:14
w:let off, q:4
w:bring to an end, q:27
w:call it a day, q:78
w:call it quits, q:78
w:come to an end, q:492
w:cut it out, q:9
w:give over, q:2
w:keep on, q:41
w:suspension of hostilities, q:3
w:highest point, q:2
w:centre of gravity, q:23
w:centre of mass, q:23
w:without a doubt, q:186
w:for a fact, q:1000
w:of course, q:119
w:right on, q:14
w:without fail, q:2
w:position of control, q:37
w:ask for, q:65
w:out of sight, q:1000
w:out of this world, q:1000
w:be against, q:8
w:at random, q:2
w:unlooked for, q:1
w:rough draft, q:1
w:block out, q:1
w:go after, q:8
w:run down, q:9
w:run away, q:21
w:bull session, q:1
w:hot air, q:2
w:at a bargain, q:329
w:bought for a song, q:1
w:i doubt it, q:28
w:good cheer, q:3
w:bring down, q:10
w:bright red, q:3
w:dark red, q:1
w:chestnut tree, q:1
w:yellow belly, q:1
w:barnyard fowl, q:1
w:fruit of one\'s loins, q:56
w:tender age, q:2
w:new zealand, q:1
w:call for, q:36
w:commit oneself, q:2
w:discriminate between, q:1
w:house of god, q:92
w:house of prayer, q:92
w:house of worship, q:92
w:movie theater, q:1
w:motion pictures, q:2
w:big top, q:2
w:member of body politic, q:116
w:member of community, q:116
w:neat as a button, q:2
w:neat as a pin, q:2
w:go up, q:22
w:cut back, q:1
w:check out, q:1
w:digital watch, q:1
w:shut off, q:3
w:wind up, q:9
w:close by, q:6
w:dry goods, q:1
w:clear up, q:6
w:cling to, q:46
w:get by, q:9
w:ride on current, q:9
w:stand erect, q:3
w:stand up, q:32
w:stick up, q:4
w:small change, q:4
w:flock together, q:2
w:get hold of, q:4
w:be convenient, q:1
w:be ready, q:16
w:draw near, q:7
w:bump into, q:2
w:happen upon, q:3
w:hit upon, q:1
w:light upon, q:5
w:stumble upon, q:4
w:bed of roses, q:30
w:at rest, q:10
w:cared for, q:8
w:come into being, q:69
w:come into existence, q:69
w:get going, q:1
w:hit the ground running, q:17
w:jump into, q:3
w:across the counter, q:128
w:for sale, q:7
w:in demand, q:3
w:in the market, q:1000
w:go for broke, q:13
w:go in for, q:21
w:go out for, q:61
w:pull off, q:3
w:keep from, q:11
w:few and far between, q:13
w:body politic, q:4
w:general public, q:3
w:neck of the woods, q:3
w:go back and forth, q:47
w:take the bus/subway/train, q:212
w:hold a candle to, q:28
w:come down with, q:44
w:make good, q:15
w:cope with, q:24
w:dog eat dog, q:1
w:do or die, q:22
w:go for it, q:16
w:be content, q:30
w:can of worms, q:6
w:belong to, q:177
w:consist of, q:51
w:enter in, q:5
w:go into, q:35
w:make up, q:62
w:merge in, q:1
w:make easy, q:1
w:half and half, q:3
w:middle ground, q:5
w:adding machine, q:1
w:artificial intelligence, q:2
w:brood over, q:8
w:direct attention, q:1
w:get on the beam, q:26
w:bring down curtain, q:7
w:draw to close, q:2
w:knock off, q:2
w:put the lid on, q:54
w:put to bed, q:43
w:round off, q:2
w:end of the line, q:262
w:come down on, q:44
w:find fault with, q:9
w:how it goes, q:70
w:how things are, q:5
w:how things stack up, q:5
w:lay of the land, q:2
w:ice cream cone, q:8
w:faith in oneself, q:73
w:be calm, q:2
w:give a big cigar, q:96
w:hand it to, q:6
w:hear it for, q:22
w:pat on back, q:1
w:rejoice with, q:3
w:get into, q:40
w:bring to knees, q:31
w:get the better of, q:104
w:inner voice, q:4
w:right and wrong, q:85
w:small voice, q:2
w:still small voice, q:1
w:able to recognize, q:353
w:alive to, q:5
w:in on, q:15
w:in right mind, q:1
w:carte blanche, q:1
w:green light, q:1
w:think of, q:330
w:take into account, q:7
w:allow for, q:9
w:assent to, q:6
w:deal with, q:82
w:dream of, q:112
w:put in charge of, q:42
w:of a piece, q:1000
w:true to type, q:33
w:dream up, q:1
w:fill out, q:2
w:call in, q:23
w:wipe out, q:5
w:not use, q:9
w:call into question, q:2
w:day and night, q:96
w:for ever and ever, q:58
w:be equal, q:8
w:kick in, q:5
w:come through, q:14
w:jump in, q:8
w:public servant, q:3
w:bring to justice, q:27
w:bring home to, q:7
w:bring to reason, q:27
w:make a believer, q:404
w:cordon bleu, q:1
w:à la mode, q:3
w:in fashion, q:3
w:old hat, q:2
w:officer of the law, q:7
w:police officer, q:1
w:the man, q:349
w:battle with, q:10
w:carry on, q:11
w:get a handle on, q:113
w:be original, q:2
w:according to hoyle, q:185
w:dead on, q:2
w:for sure, q:2
w:free of error, q:29
w:arm and a leg, q:22
w:bad news, q:9
w:bottom line, q:5
w:price tag, q:1
w:an arm and leg, q:8
w:not valuable, q:2
w:small house, q:2
w:frog in throat, q:3
w:spit up, q:1
w:husband and wife, q:30
w:lords and ladies, q:6
w:leave alone, q:1
w:off the chain, q:129
w:mad man, q:1
w:laying down, q:2
w:setting up, q:4
w:living being, q:2
w:living thing, q:7
w:pat on the back, q:1
w:not buy, q:3
w:good deed, q:11
w:hung up, q:7
w:big trouble, q:1
w:cut to bits, q:6
w:cut up, q:3
w:true cross, q:1
w:glory in, q:16
w:hanging by thread, q:5
w:love affair, q:7
w:roll up, q:2
w:common knowledge, q:2
w:dirty name, q:1
w:venetian blind, q:1
w:beaten path, q:1
w:matter of course, q:154
w:old man, q:57
w:day after day, q:23
w:day by day, q:22
w:from day to day, q:12
w:once a day, q:59
w:at night, q:62
w:cut a rug, q:11
w:foot it, q:1
w:get down, q:6
w:apple of one’s eye, q:6
w:dear one, q:1
w:light of my life, q:98
w:light of day, q:98
w:working day, q:1
w:bereft of life, q:3
w:bought the farm, q:3
w:checked out, q:2
w:done for, q:23
w:gone to meet maker, q:33
w:dead end, q:2
w:hard of hearing, q:2
w:unable to hear, q:87
w:great deal, q:98
w:an arm and a leg, q:8
w:at a premium, q:329
w:eternal rest, q:1
w:in dispute, q:2
w:open to question, q:51
w:below the line, q:24
w:beat out of, q:1
w:be honest, q:13
w:make up one\'s mind, q:62
w:arrive at conclusion, q:35
w:call shots, q:1
w:cast the die, q:5
w:come to agreement, q:492
w:come to conclusion, q:492
w:come to decision, q:492
w:put off, q:18
w:be positive, q:3
w:say yes, q:6
w:dress up, q:15
w:shoot up, q:6
w:fight for, q:44
w:guard against, q:12
w:hold up, q:11
w:in hock, q:1
w:in the hole, q:1000
w:in the red, q:1000
w:clearly defined, q:7
w:not clear, q:3
w:put on ice, q:57
w:in cold blood, q:9
w:on purpose, q:6
w:fit for king, q:26
w:come across with, q:12
w:hand over, q:8
w:put on, q:57
w:gobble up, q:1
w:make evident, q:1
w:make out, q:11
w:roll out, q:1
w:show and tell, q:4
w:testify to, q:2
w:blow out, q:7
w:call on, q:22
w:pull up stakes, q:3
w:start out, q:16
w:set forth, q:12
w:set off, q:4
w:set out, q:30
w:take leave, q:2
w:keep to, q:10
w:bank on, q:1
w:calculate on, q:1
w:confide in, q:4
w:lean on, q:9
w:trust in, q:19
w:turn to, q:54
w:be conditioned, q:2
w:counting on, q:2
w:relying on, q:3
w:tied to apron strings, q:11
w:money in the bank, q:13
w:take out, q:5
w:beat down, q:4
w:cast down, q:1
w:barren land, q:1
w:come back, q:58
w:get what is coming to one, q:10
w:have it coming, q:78
w:have the right to, q:319
w:lay claim to, q:4
w:not want, q:73
w:writing desk, q:1
w:have faith, q:11
w:wish for, q:25
w:even though, q:56
w:even with, q:13
w:in contempt of, q:3
w:in defiance of, q:3
w:in the face of, q:1000
w:ice cream, q:8
w:chapter and verse, q:1
w:private detective, q:3
w:bent on, q:13
w:mean business, q:1
w:grow up, q:66
w:adding to, q:7
w:old gentleman, q:5
w:big picture, q:2
w:pair of dice, q:52
w:bite the dust, q:5
w:buy the farm, q:13
w:cross over, q:1
w:give up the ghost, q:75
w:pass away, q:19
w:pass on, q:21
w:cease to be, q:92
w:go to meet one\'s maker, q:257
w:kick the bucket, q:5
w:shuffle off this mortal coil, q:1
w:join the choir invisible, q:27
w:be born, q:31
w:a far cry from, q:112
w:at odds, q:7
w:at variance, q:3
w:break up, q:16
w:sort out, q:1
w:public relations person, q:4
w:wrong way, q:3
w:executive officer, q:1
w:laundry list, q:2
w:little black book, q:7
w:run counter to, q:3
w:be gone, q:14
w:be lost, q:22
w:cease to exist, q:92
w:come to naught, q:492
w:die out, q:7
w:bring to naught, q:27
w:come to nothing, q:492
w:good luck, q:10
w:bring to light, q:27
w:come out of the closet, q:82
w:come upon, q:22
w:pass by, q:14
w:bounce off, q:2
w:consult with, q:1
w:discourse about, q:1
w:blue funk, q:1
w:cold feet, q:1
w:cast off, q:4
w:dispense with, q:16
w:dispose of, q:11
w:break rules, q:2
w:fly in face of, q:12
w:make haste, q:5
w:crowd out, q:2
w:for show, q:2
w:call the tune, q:73
w:lay down the law, q:29
w:give in, q:8
w:be friendly, q:4
w:a piece, q:71
w:far back, q:8
w:in the boonies, q:1000
w:figure out, q:13
w:deal out, q:2
w:split up, q:4
w:divide up, q:1
w:breaking down, q:2
w:breaking up, q:3
w:link up, q:1
w:set sail, q:1
w:decent person, q:1
w:call the shots, q:136
w:detract from, q:2
w:keep under thumb, q:1
w:lead by the nose, q:1
w:feed the kitty, q:19
w:get in the act, q:20
w:get it up, q:49
w:give away, q:6
w:hand out, q:2
w:lay on, q:14
w:a hand, q:11
w:as much again, q:304
w:two times, q:2
w:be certain, q:9
w:not question, q:2
w:catch a wink, q:11
w:drift off, q:1
w:drop off, q:4
w:a great deal, q:594
w:a lot, q:170
w:letter of credit, q:20
w:money order, q:1
w:dramatic art, q:2
w:show business, q:4
w:put in, q:42
w:castle in the air, q:3
w:mental picture, q:1
w:pie in the sky, q:1
w:get dressed, q:1
w:evening clothes, q:1
w:mess up, q:1
w:learning by doing, q:1
w:feeling no pain, q:1
w:move to side, q:11
w:to be paid, q:1000
w:affair of honor, q:31
w:garbage pail, q:2
w:wastepaper basket, q:1
w:minding the store, q:1
w:ball of fire, q:5
w:bundle of energy, q:8
w:hard worker, q:1
w:one by one, q:38
w:piece by piece, q:5
w:a pop, q:1
w:a shot, q:6
w:a throw, q:1
w:dying to, q:2
w:a bit previous, q:57
w:bring home, q:7
w:bring home the bacon, q:7
w:bring home the groceries, q:7
w:big blue marble, q:1
w:terra firma, q:6
w:peace of mind, q:20
w:give someone a break, q:1
w:mirror image, q:1
w:on the rims, q:1000
w:end product, q:2
w:glide by, q:1
w:roll on, q:2
w:run out, q:10
w:more mature, q:6
w:decide upon, q:3
w:go down the line, q:24
w:opt for, q:1
w:pick out, q:10
w:meat and potatoes, q:10
w:in addition, q:11
w:not here, q:14
w:not under consideration, q:1
w:somewhere else, q:8
w:plunge into, q:7
w:put on board, q:57
w:set about, q:12
w:take on board, q:35
w:egg on face, q:1
w:become apparent, q:1
w:become known, q:1
w:come on the scene, q:24
w:come up, q:39
w:dwell on, q:14
w:insist on, q:45
w:put to use, q:43
w:hired gun, q:1
w:big shot, q:2
w:cheer up, q:1
w:butt end, q:1
w:give birth, q:22
w:bring on board, q:7
w:come on board, q:24
w:be entertained, q:2
w:be pleased, q:6
w:cotton to, q:1
w:dote on, q:4
w:eat up, q:6
w:get a charge out of, q:113
w:get a kick out of, q:113
w:have a ball, q:639
w:all right already, q:40
w:had it, q:19
w:last straw, q:1
w:break in, q:11
w:burst in, q:3
w:butt in, q:3
w:crowd in, q:2
w:drive in, q:4
w:fall into, q:49
w:get in, q:20
w:big time, q:1
w:fun and games, q:3
w:result in, q:28
w:break even, q:1
w:not alike, q:2
w:civil rights, q:10
w:equal opportunity, q:6
w:fair play, q:3
w:even up, q:1
w:bad job, q:1
w:cut out, q:14
w:move out, q:5
w:pack up, q:2
w:pull out, q:15
w:at last, q:143
w:in the end, q:1000
w:after all, q:63
w:at the end of the day, q:1000
w:in future, q:7
w:in the long run, q:1000
w:one day, q:93
w:sooner or later, q:38
w:when all is said and done, q:55
w:at all times, q:351
w:at any point, q:137
w:by any chance, q:65
w:on any occasion, q:39
w:each one, q:35
w:natural process, q:1
w:working out, q:5
w:spot on, q:9
w:for certain, q:8
w:in every respect, q:247
w:blow out of proportion, q:6
w:dig into, q:1
